07-01-18,4D,AGG. ASSAULT,I,HANDS,842.0,SOUTHWESTERN,Shipley Hill,-76.65867,39.28823,ROW/TOWNHO,1.0
07-01-18,3AF,ROBBERY - STREET,O,FIREARM,415.0,NORTHEASTERN,Loch Raven,-76.58296,39.36356,PARKING LO,1.0
07-01-18,3AF,ROBBERY - STREET,I,FIREARM,415.0,NORTHEASTERN,Loch Raven,-76.58296,39.36356,HOTEL/MOTE,1.0
07-01-18,4C,AGG. ASSAULT,O,OTHER,111.0,CENTRAL,Downtown,-76.62256,39.2938,STREET,1.0
07-01-18,2A,RAPE,I,OTHER,242.0,SOUTHEASTERN,Greektown,-76.55422,39.28706,ROW/TOWNHO,1.0
07-01-18,4C,AGG. ASSAULT,I,OTHER,342.0,NORTHEASTERN,East Baltimore Midway,-76.60191,39.31814,ROW/TOWNHO,1.0
07-01-18,4A,AGG. ASSAULT,O,FIREARM,133.0,CENTRAL,Reservoir Hill,-76.63257,39.310559999999995,STREET,1.0
07-01-18,4A,AGG. ASSAULT,O,FIREARM,111.0,CENTRAL,Downtown,-76.62114,39.29282,STREET,1.0
07-01-18,4C,AGG. ASSAULT,I,OTHER,532.0,NORTHERN,Parklane,-76.66574,39.3433,ROW/TOWNHO,1.0
07-01-18,4A,AGG. ASSAULT,O,FIREARM,912.0,SOUTHERN,Fairfield Area,-76.59299,39.23346,STREET,1.0
07-01-18,4D,AGG. ASSAULT,I,HANDS,442.0,NORTHEASTERN,Parkside,-76.5551,39.321709999999996,ROW/TOWNHO,1.0
07-01-18,4B,AGG. ASSAULT,I,KNIFE,111.0,CENTRAL,Downtown,-76.61531,39.29248,APT/CONDO,1.0
07-01-18,4C,AGG. ASSAULT,O,OTHER,514.0,NORTHERN,Charles North,-76.61805,39.31317,STREET,1.0
07-01-18,3AF,ROBBERY - STREET,O,FIREARM,321.0,EASTERN,CARE,-76.58645,39.29545,STREET,1.0
07-01-18,3AF,ROBBERY - STREET,O,FIREARM,342.0,EASTERN,East Baltimore Midway,-76.60295,39.31711,STREET,1.0
07-01-18,3AJF,ROBBERY - CARJACKING,O,FIREARM,511.0,NORTHERN,Remington,-76.62423000000001,39.32262,STREET,1.0
07-01-18,3AF,ROBBERY - STREET,O,FIREARM,312.0,EASTERN,Penn-Fallsway,-76.60634,39.301390000000005,STREET,1.0
07-01-18,3GF,ROBBERY - COMMERCIAL,I,FIREARM,531.0,NORTHERN,Hampden,-76.63648,39.33786,CONVENIENC,1.0
07-01-18,4C,AGG. ASSAULT,O,OTHER,911.0,SOUTHERN,Curtis Bay,-76.58845,39.22787,YARD,1.0
07-01-18,4A,AGG. ASSAULT,O,FIREARM,343.0,EASTERN,Oliver,-76.59751999999999,39.3042,STREET,1.0
07-01-18,3CF,ROBBERY - COMMERCIAL,O,FIREARM,121.0,CENTRAL,University Of Maryland,-76.62337,39.29375,GAS STATIO,1.0
07-01-18,3AJF,ROBBERY - CARJACKING,O,FIREARM,941.0,SOUTHERN,Carroll - Camden Industri,-76.64128000000001,39.27463,PARKING LO,1.0
07-01-18,4A,AGG. ASSAULT,O,FIREARM,843.0,SOUTHWESTERN,Irvington,-76.68351,39.28176,STREET,1.0
06/30/2018,4A,AGG. ASSAULT,I,FIREARM,311.0,EASTERN,Greenmount West,-76.61023,39.31001,ROW/TOWNHO,1.0
06/30/2018,4A,AGG. ASSAULT,I,FIREARM,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57573000000001,39.29588,ROW/TOWNHO,1.0
06/30/2018,4B,AGG. ASSAULT,I,KNIFE,843.0,SOUTHWESTERN,Allendale,-76.67734,39.290890000000005,ROW/TOWNHO,1.0
06/30/2018,4B,AGG. ASSAULT,I,KNIFE,813.0,SOUTHWESTERN,Northwest Community Actio,-76.66478000000001,39.30464,ROW/TOWNHO,1.0
06/30/2018,4B,AGG. ASSAULT,I,KNIFE,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57625999999999,39.29396,ROW/TOWNHO,1.0
06/30/2018,3JF,ROBBERY - RESIDENCE,I,FIREARM,913.0,SOUTHERN,Brooklyn,-76.60848,39.236959999999996,ROW/TOWNHO,1.0
06/30/2018,4C,AGG. ASSAULT,I,OTHER,425.0,NORTHEASTERN,Glenham-Belhar,-76.54176,39.34505,ROW/TOWNHO,1.0
06/30/2018,4C,AGG. ASSAULT,O,OTHER,932.0,SOUTHERN,Washington Village/Pigtow,-76.63594,39.27902,YARD,1.0
06/30/2018,4C,AGG. ASSAULT,I,OTHER,712.0,WESTERN,Poppleton,-76.63178,39.28994,ROW/TOWNHO,1.0
06/30/2018,3AK,ROBBERY - STREET,O,KNIFE,912.0,SOUTHERN,Fairfield Area,-76.59629,39.23448,STREET,1.0
06/30/2018,3AF,ROBBERY - STREET,O,FIREARM,543.0,NORTHERN,Waverly,-76.60583000000001,39.329190000000004,STREET,1.0
06/30/2018,3AK,ROBBERY - STREET,I,KNIFE,112.0,SOUTHERN,Inner Harbor,-76.61279,39.28174,ROW/TOWNHO,1.0
06/30/2018,4D,AGG. ASSAULT,I,HANDS,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57271999999999,39.29234,ROW/TOWNHO,1.0
06/30/2018,4A,AGG. ASSAULT,O,FIREARM,111.0,CENTRAL,Downtown,-76.6183,39.29233,STREET,1.0
06/30/2018,4A,AGG. ASSAULT,O,FIREARM,111.0,CENTRAL,Downtown,-76.6183,39.29233,STREET,1.0
06/30/2018,3CK,ROBBERY - COMMERCIAL,I,KNIFE,444.0,NORTHEASTERN,Frankford,-76.5453,39.34251,CONVENIENC,1.0
06/30/2018,4C,AGG. ASSAULT,O,OTHER,623.0,NORTHWESTERN,Woodmere,-76.69155,39.34645,STREET,1.0
06/30/2018,4A,AGG. ASSAULT,O,FIREARM,923.0,SOUTHERN,Lakeland,-76.64668,39.25266,STREET,1.0
06/30/2018,4B,AGG. ASSAULT,I,KNIFE,723.0,WESTERN,Bridgeview/Greenlawn,-76.6545,39.30172,ROW/TOWNHO,1.0
06/29/2018,4C,AGG. ASSAULT,I,OTHER,814.0,SOUTHWESTERN,Franklintown Road,-76.66723,39.3005,ROW/TOWNHO,1.0
06/29/2018,4B,AGG. ASSAULT,O,KNIFE,512.0,NORTHERN,Charles Village,-76.61495,39.3296,PARKING LO,1.0
06/29/2018,3AK,ROBBERY - STREET,O,KNIFE,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67351,39.31738,PORCH/DECK,1.0
06/29/2018,4B,AGG. ASSAULT,O,KNIFE,922.0,SOUTHERN,Middle Branch/Reedbird Pa,-76.61498,39.25137,STREET,1.0
06/29/2018,4C,AGG. ASSAULT,O,OTHER,932.0,SOUTHERN,Washington Village/Pigtow,-76.63466,39.28119,STREET,1.0
06/29/2018,4B,AGG. ASSAULT,I,KNIFE,321.0,EASTERN,Dunbar-Broadway,-76.59129,39.29529,HOSP/NURS.,1.0
06/29/2018,4D,AGG. ASSAULT,O,HANDS,842.0,SOUTHWESTERN,Shipley Hill,-76.65821,39.2856,STREET,1.0
06/29/2018,4C,AGG. ASSAULT,I,OTHER,911.0,SOUTHERN,Curtis Bay,-76.58718,39.221779999999995,ROW/TOWNHO,1.0
06/29/2018,4B,AGG. ASSAULT,I,KNIFE,842.0,WESTERN,Penrose/Fayette Street Ou,-76.6555,39.29334,OTHER - IN,1.0
